Node-Id,Node-Title,authorityCentrality-1-Meta Network,authorityCentrality-1-Meta Network-unscaled,authorityCentrality-2-Meta Network,authorityCentrality-2-Meta Network-unscaled,betweennessCentrality-1-Meta Network,betweennessCentrality-1-Meta Network-unscaled,betweennessCentrality-2-Meta Network,betweennessCentrality-2-Meta Network-unscaled,betweennessCentrality-3-Meta Network,betweennessCentrality-3-Meta Network-unscaled,bonacichPowerCentrality-1-Meta Network,bonacichPowerCentrality-1-Meta Network-unscaled,bonacichPowerCentrality-2-Meta Network,bonacichPowerCentrality-2-Meta Network-unscaled,closenessCentrality-1-Meta Network,closenessCentrality-1-Meta Network-unscaled,closenessCentrality-2-Meta Network,closenessCentrality-2-Meta Network-unscaled,closenessCentrality-3-Meta Network,closenessCentrality-3-Meta Network-unscaled,contributionCentrality-1-Meta Network,contributionCentrality-1-Meta Network-unscaled,contributionCentrality-2-Meta Network,contributionCentrality-2-Meta Network-unscaled,eccentricityCentrality-1-Meta Network,eccentricityCentrality-2-Meta Network,eccentricityCentrality-3-Meta Network,egoBetweennessCentrality-1-Meta Network,egoBetweennessCentrality-2-Meta Network,eigenvectorCentrality-1-Meta Network,eigenvectorCentrality-1-Meta Network-unscaled,eigenvectorCentrality-2-Meta Network,eigenvectorCentrality-2-Meta Network-unscaled,exponentialRankCentrality-1-Meta Network,exponentialRankCentrality-1-Meta Network-unscaled,exponentialRankCentrality-2-Meta Network,exponentialRankCentrality-2-Meta Network-unscaled,hubCentrality-1-Meta Network,hubCentrality-1-Meta Network-unscaled,hubCentrality-2-Meta Network,hubCentrality-2-Meta Network-unscaled,inClosenessCentrality-1-Meta Network,inClosenessCentrality-1-Meta Network-unscaled,inClosenessCentrality-2-Meta Network,inClosenessCentrality-2-Meta Network-unscaled,inClosenessCentrality-3-Meta Network,inClosenessCentrality-3-Meta Network-unscaled,inDegreeCentrality-1-Meta Network,inDegreeCentrality-1-Meta Network-unscaled,inDegreeCentrality-2-Meta Network,inDegreeCentrality-2-Meta Network-unscaled,inDegreeCentrality-3-Meta Network,inDegreeCentrality-3-Meta Network-unscaled,inDegreeCentrality-4-Meta Network,inDegreeCentrality-4-Meta Network-unscaled,inInverseClosenessCentrality-1-Meta Network,inInverseClosenessCentrality-1-Meta Network-unscaled,inInverseClosenessCentrality-2-Meta Network,inInverseClosenessCentrality-2-Meta Network-unscaled,inInverseClosenessCentrality-3-Meta Network,inInverseClosenessCentrality-3-Meta Network-unscaled,informationCentrality-1-Meta Network,informationCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-1-Meta Network,inverseClosenessCentrality-1-Meta Network-unscaled,inverseClosenessCentrality-2-Meta Network,inverseClosenessCentrality-2-Meta Network-unscaled,inverseClosenessCentrality-3-Meta Network,inverseClosenessCentrality-3-Meta Network-unscaled,katzCentrality-1-Meta Network,katzCentrality-1-Meta Network-unscaled,katzCentrality-2-Meta Network,katzCentrality-2-Meta Network-unscaled,outDegreeCentrality-1-Meta Network,outDegreeCentrality-1-Meta Network-unscaled,outDegreeCentrality-2-Meta Network,outDegreeCentrality-2-Meta Network-unscaled,outDegreeCentrality-3-Meta Network,outDegreeCentrality-3-Meta Network-unscaled,outDegreeCentrality-4-Meta Network,outDegreeCentrality-4-Meta Network-unscaled,pageRankCentrality-1-Meta Network,pageRankCentrality-2-Meta Network,potentialBoundarySpanner-1-Meta Network,potentialBoundarySpanner-2-Meta Network,radialityCentrality-1-Meta Network,radialityCentrality-1-Meta Network-unscaled,radialityCentrality-2-Meta Network,radialityCentrality-2-Meta Network-unscaled,radialityCentrality-3-Meta Network,radialityCentrality-3-Meta Network-unscaled,totalDegreeCentrality-1-Meta Network,totalDegreeCentrality-1-Meta Network-unscaled,totalDegreeCentrality-2-Meta Network,totalDegreeCentrality-2-Meta Network-unscaled,totalDegreeCentrality-3-Meta Network,totalDegreeCentrality-3-Meta Network-unscaled,totalDegreeCentrality-4-Meta Network,totalDegreeCentrality-4-Meta Network-unscaled,
26,26,0,0,4.362e-06,3.084e-06,4.321e-05,704.311,4.321e-05,704.311,3.443e-05,280.615,4.802e-05,0.056,0,0.031,0.002,0,0.002,0,2.549e-06,0,8.637e-05,6.107e-05,6.943e-05,4.909e-05,10,10,8,0.009,0.003,3.284e-06,2.322e-06,4.362e-06,3.084e-06,0.512,2.368e-04,0.993,2.476e-04,4.362e-06,3.084e-06,4.362e-06,3.084e-06,2.063e-05,0,2.063e-05,0,0,0,0.001,6,0.001,6,3.086e-04,1300,0.038,152,0.001,6,0.001,6,0.235,947.393,3.984e-04,5.030,0.199,804.271,0.199,804.271,0.235,947.393,0.015,0.019,0.022,0.031,0.015,62,0.015,62,3.086e-04,1300,0.038,152,6.500e-05,3.956e-04,5.998e-05,1.746e-06,0.874,14243998,0.874,14243998,0.907,15426807808.000,0.008,68,0.008,68,3.086e-04,1300,0.038,152,
27,27,0,0,0,0,0,0,0,0,6.477e-04,5279.388,3.049e-06,0.004,0,0.002,0.002,0,0.002,0,2.549e-06,0,5.776e-05,4.084e-05,1.141e-05,8.065e-06,10,10,7,0,0.125,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,1.852e-05,78,0.016,63,2.476e-04,1,2.476e-04,1,0.274,1105.382,1.831e-04,2.312,0.174,702.121,0.174,702.121,0.274,1105.381,0.003,0.003,0.001,0.002,9.906e-04,4,9.906e-04,4,1.852e-05,78,0.016,63,5.659e-05,2.389e-05,0,5.473e-04,0.862,14061447,0.862,14061447,0.907,15426809856.000,6.191e-04,5,6.191e-04,5,1.852e-05,78,0.016,63,
28,28,0,0,0,0,0,0.250,0,0.250,0,9.502,8.184e-06,0.010,0,0.003,2.495e-04,0,2.495e-04,0,2.549e-06,0,5.734e-05,4.055e-05,0,0,3,3,9,0.002,0.024,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,4.953e-04,2,4.953e-04,2,2.730e-05,115,0.007,29,4.953e-04,2,4.953e-04,2,0.169,681.488,2.896e-04,3.655,0.005,20,0.005,20,0.169,681.487,0.005,0.006,0.002,0.003,0.003,11,0.003,11,2.730e-05,115,0.007,29,6.062e-05,3.868e-05,0,0,0.008,125152,0.008,125152,0.907,15426802688.000,0.002,13,0.002,13,2.730e-05,115,0.007,29,
29,29,0,0,0,0,1.815e-05,295.864,1.815e-05,295.864,2.472e-06,20.149,8.555e-06,0.010,0,0.004,0.002,0,0.002,0,2.549e-06,0,6.153e-05,4.351e-05,1.629e-06,0,11,11,8,0.033,0.051,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,4.953e-04,2,4.953e-04,2,3.751e-05,158,0.015,60,4.953e-04,2,4.953e-04,2,0.214,864.660,2.895e-04,3.655,0.159,642.183,0.159,642.183,0.214,864.660,0.005,0.006,0.003,0.004,0.003,11,0.003,11,3.751e-05,158,0.015,60,6.364e-05,4.741e-05,1.318e-04,0,0.873,14240493,0.873,14240493,0.907,15426805760.000,0.002,13,0.002,13,3.751e-05,158,0.015,60,
30,30,0,0,2.099e-06,1.484e-06,0,17.170,0,17.170,5.431e-05,442.652,1.159e-05,0.014,0,0.009,0.002,0,0.002,0,2.549e-06,0,6.559e-05,4.638e-05,3.392e-05,2.398e-05,10,10,8,0.017,0.010,1.351e-06,0,2.099e-06,1.484e-06,0.507,2.346e-04,0.993,2.475e-04,2.099e-06,1.484e-06,2.099e-06,1.484e-06,2.063e-05,0,2.063e-05,0,0,0,4.953e-04,2,4.953e-04,2,8.830e-05,372,0.031,127,6.191e-04,2.500,6.191e-04,2.500,0.236,952.626,3.177e-04,4.011,0.181,730.358,0.181,730.358,0.236,952.626,0.005,0.006,0.006,0.009,0.004,15,0.004,15,8.830e-05,372,0.031,127,5.768e-05,1.141e-04,5.849e-06,9.623e-06,0.877,14299310,0.877,14299310,0.907,15426807808.000,0.002,17,0.002,17,8.830e-05,372,0.031,127,
31,31,0,0,2.106e-06,1.489e-06,1.086e-04,1771.125,1.086e-04,1771.125,1.160e-05,94.537,1.460e-05,0.017,0,0.009,0.002,0,0.002,0,2.549e-06,0,6.862e-05,4.852e-05,3.428e-05,2.424e-05,11,11,8,0.042,0.010,2.043e-06,1.445e-06,2.106e-06,1.489e-06,0.510,2.357e-04,0.993,2.475e-04,2.106e-06,1.489e-06,2.106e-06,1.489e-06,2.064e-05,0,2.064e-05,0,0,0,9.906e-04,4,9.906e-04,4,9.115e-05,384,0.028,112,0.001,5.500,0.001,5.500,0.218,880.077,3.366e-04,4.250,0.170,685.714,0.170,685.714,0.218,880.076,0.010,0.013,0.006,0.009,0.005,19,0.005,19,9.115e-05,384,0.028,112,6.147e-05,1.169e-04,4.459e-04,1.991e-06,0.868,14156567,0.868,14156567,0.907,15426806784.000,0.003,23,0.003,23,9.115e-05,384,0.028,112,
32,32,0,0,0,0,0,0,0,0,0,3.118,3.685e-06,0.004,0,8.177e-04,2.490e-04,0,2.490e-04,0,2.549e-06,0,5.552e-05,3.926e-05,0,0,5,5,9,0,0.088,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,8.308e-06,35,0.003,14,2.476e-04,1,2.476e-04,1,0.168,679.338,2.070e-04,2.613,0.003,11.617,0.003,11.617,0.168,679.337,0.003,0.003,5.815e-04,8.177e-04,0.001,5,0.001,5,8.308e-06,35,0.003,14,5.659e-05,1.136e-05,0,0,0.006,92838,0.006,92838,0.907,15426802688.000,7.429e-04,6,7.429e-04,6,8.308e-06,35,0.003,14,
33,33,0,0,0,0,0,0,0,0,0,0,0,8.523e-04,0,4.819e-05,2.476e-04,0,2.476e-04,0,2.549e-06,0,5.468e-05,3.867e-05,0,0,1,1,8,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,2,4.952e-04,2,2.476e-04,1,2.476e-04,1,0.205,827.863,6.699e-05,0.846,2.476e-04,1,2.476e-04,1,0.205,827.862,0.003,0.003,3.427e-05,4.819e-05,2.476e-04,1,2.476e-04,1,0,2,4.952e-04,2,5.659e-05,0,0,0,2.476e-04,4038,2.476e-04,4038,0.907,15426805760.000,2.476e-04,2,2.476e-04,2,0,2,4.952e-04,2,
34,34,0,0,0,0,5.863e-06,95.568,5.863e-06,95.568,0.004,31715.508,4.359e-06,0.005,0,0.001,0.001,0,0.001,0,2.549e-06,0,3.385e-04,2.393e-04,0,0,7,7,7,0.100,0.626,5.709e-06,4.037e-06,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,1.211e-05,51,0.009,36,2.476e-04,1,2.476e-04,1,0.269,1087.253,1.831e-04,2.312,0.237,956.812,0.237,956.812,0.269,1087.252,0.003,0.003,9.281e-04,0.001,9.906e-04,4,9.906e-04,4,1.211e-05,51,0.009,36,5.659e-05,1.159e-05,1.107e-04,0.005,0.834,13606187,0.834,13606187,0.907,15426809856.000,6.191e-04,5,6.191e-04,5,1.211e-05,51,0.009,36,
35,35,0,0,0,0,0,0,0,0,7.431e-04,6056.703,0,8.728e-04,0,1.403e-04,2.500e-04,0,2.500e-04,0,2.549e-06,0,5.489e-05,3.881e-05,0,0,6,6,8,0,1,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,1.424e-06,6,0.001,6,2.476e-04,1,2.476e-04,1,0.206,832.029,6.700e-05,0.846,0.003,11.617,0.003,11.617,0.206,832.029,0.003,0.003,9.980e-05,1.403e-04,2.476e-04,1,2.476e-04,1,1.424e-06,6,0.001,6,5.659e-05,2.095e-06,0,0.008,0.010,157370,0.010,157370,0.907,15426805760.000,2.476e-04,2,2.476e-04,2,1.424e-06,6,0.001,6,
36,36,0,0,0,0,0,0,0,0,0,2.765,7.432e-06,0.009,0,0.002,2.523e-04,0,2.523e-04,0,2.549e-06,0,5.576e-05,3.943e-05,0,0,8,8,8,0,0.003,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,2.208e-05,93,0.005,21,2.476e-04,1,2.476e-04,1,0.213,859.422,2.803e-04,3.538,0.007,27.001,0.007,27.001,0.213,859.421,0.003,0.003,0.002,0.002,0.002,10,0.002,10,2.208e-05,93,0.005,21,5.659e-05,2.747e-05,0,0,0.019,302645,0.019,302645,0.907,15426806784.000,0.001,11,0.001,11,2.208e-05,93,0.005,21,
37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476e-04,0,2.476e-04,0,0,0,5.438e-05,3.845e-05,0,0,0,0,0,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,0,0,0,2.476e-04,1,2.476e-04,1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0,0,0,0,0,0,5.659e-05,0,0,0,0,0,0,0,0,0,1.238e-04,1,1.238e-04,1,0,0,0,0,
38,38,0,0,1.382e-06,0,0,7.161,0,7.161,1.317e-05,107.339,5.207e-06,0.006,0,0.004,2.529e-04,0,2.529e-04,0,2.549e-06,0,6.026e-05,4.261e-05,2.266e-05,1.602e-05,5,5,8,0.069,0.023,0,0,1.382e-06,0,0.507,2.346e-04,0.993,2.475e-04,1.382e-06,0,1.382e-06,0,2.063e-05,0,2.063e-05,0,0,0,4.953e-04,2,4.953e-04,2,4.012e-05,169,0.024,97,4.953e-04,2,4.953e-04,2,0.219,884.476,2.433e-04,3.072,0.009,36.950,0.009,36.950,0.219,884.476,0.005,0.006,0.003,0.004,0.002,7,0.002,7,4.012e-05,169,0.024,97,5.956e-05,5.177e-05,4.608e-06,5.136e-06,0.021,343091,0.021,343091,0.907,15426806784.000,0.001,9,0.001,9,4.012e-05,169,0.024,97,
39,39,0,0,0,0,0,1.856,0,1.856,8.632e-05,703.582,9.168e-06,0.011,0,0.005,0.002,0,0.002,0,2.549e-06,0,6.408e-05,4.531e-05,2.231e-06,1.578e-06,10,10,8,0.021,0.030,0,0,0,0,0.508,2.351e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,7.429e-04,3,7.429e-04,3,5.483e-05,231,0.023,92,0.001,4.500,0.001,4.500,0.235,950.843,2.978e-04,3.759,0.176,712.621,0.176,712.621,0.235,950.843,0.008,0.010,0.004,0.005,0.003,12,0.003,12,5.483e-05,231,0.023,92,5.850e-05,7.047e-05,0,2.463e-05,0.863,14077632,0.863,14077632,0.907,15426807808.000,0.002,15,0.002,15,5.483e-05,231,0.023,92,
40,40,0,0,3.573e-06,2.526e-06,7.146e-05,1164.909,7.146e-05,1164.909,8.238e-04,6714.885,2.993e-05,0.035,0,0.021,0.002,0,0.002,0,2.549e-06,0,7.879e-05,5.571e-05,5.679e-05,4.016e-05,11,11,8,0.023,0.033,2.511e-06,1.775e-06,3.573e-06,2.526e-06,0.511,2.362e-04,0.993,2.476e-04,3.573e-06,2.526e-06,3.573e-06,2.526e-06,2.064e-05,0,2.064e-05,0,0,0,0.001,5,0.001,5,2.129e-04,897,0.039,157,0.002,7,0.002,7,0.236,952.093,3.802e-04,4.800,0.175,706.514,0.175,706.514,0.236,952.093,0.013,0.016,0.015,0.021,0.010,39,0.010,39,2.129e-04,897,0.039,157,6.532e-05,2.744e-04,1.533e-04,6.054e-05,0.873,14233299,0.873,14233299,0.907,15426807808.000,0.005,44,0.005,44,2.129e-04,897,0.039,157,
41,41,0,0,0,0,2.867e-06,46.736,2.867e-06,46.736,6.693e-06,54.551,1.330e-05,0.016,0,0.004,2.494e-04,0,2.494e-04,0,2.549e-06,0,6.136e-05,4.338e-05,0,0,3,3,9,0.058,0.072,0,0,0,0,0.512,2.368e-04,0.993,2.475e-04,0,0,0,0,2.064e-05,0,2.064e-05,0,0,0,0.001,6,0.001,6,4.035e-05,170,0.009,36,0.002,6.500,0.002,6.500,0.171,690.002,3.325e-04,4.198,0.006,23.833,0.006,23.833,0.171,690.002,0.015,0.019,0.003,0.004,0.004,18,0.004,18,4.035e-05,170,0.009,36,8.074e-05,5.662e-05,1.128e-05,2.595e-06,0.007,121127,0.007,121127,0.907,15426802688.000,0.003,24,0.003,24,4.035e-05,170,0.009,36,
42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476e-04,0,2.476e-04,0,0,0,5.468e-05,3.867e-05,0,0,0,0,0,0,0,0,0,0,0,0.507,2.346e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,4.953e-04,2,4.953e-04,2,0,0,0,0,4.953e-04,2,4.953e-04,2,0,0,0,0,0,0,0,0,0,0,0.005,0.006,0,0,0,0,0,0,0,0,0,0,1.130e-04,0,0,0,0,0,0,0,0,0,2.476e-04,2,2.476e-04,2,0,0,0,0,
43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476e-04,0,2.476e-04,0,0,0,5.438e-05,3.845e-05,0,0,0,0,0,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,0,0,0,2.476e-04,1,2.476e-04,1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0,0,0,0,0,0,5.659e-05,0,0,0,0,0,0,0,0,0,1.238e-04,1,1.238e-04,1,0,0,0,0,
44,44,0,0,0,0,0,0,0,0,1.335e-06,10.878,2.208e-06,0.003,0,0.001,2.489e-04,0,2.489e-04,0,2.549e-06,0,5.639e-05,3.987e-05,0,0,6,6,9,0,0.030,0,0,0,0,0.508,2.351e-04,0.993,2.475e-04,0,0,0,0,2.064e-05,0,2.064e-05,0,0,0,7.429e-04,3,7.429e-04,3,1.139e-05,48,0.007,28,0.001,5.500,0.001,5.500,0.169,683.488,1.535e-04,1.938,0.002,9.517,0.002,9.517,0.169,683.487,0.008,0.010,7.919e-04,0.001,7.429e-04,3,7.429e-04,3,1.139e-05,48,0.007,28,6.662e-05,1.706e-05,0,1.833e-06,0.005,88792,0.005,88792,0.907,15426802688.000,7.429e-04,6,7.429e-04,6,1.139e-05,48,0.007,28,
45,45,0,0,0,0,0,0,0,0,4.968e-04,4049.420,8.649e-06,0.010,0,0.005,0.002,0,0.002,0,2.549e-06,0,6.157e-05,4.354e-05,1.278e-05,9.034e-06,11,11,7,0,0.021,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,5.483e-05,231,0.022,88,2.476e-04,1,2.476e-04,1,0.273,1100.799,2.895e-04,3.655,0.168,679.597,0.168,679.597,0.273,1100.798,0.003,0.003,0.004,0.005,0.003,11,0.003,11,5.483e-05,231,0.022,88,5.659e-05,7.050e-05,0,1.418e-04,0.867,14144446,0.867,14144446,0.907,15426809856.000,0.001,12,0.001,12,5.483e-05,231,0.022,88,
46,46,0,0,0,0,0,0,0,0,2.381e-05,194.061,2.955e-06,0.003,0,7.689e-04,2.500e-04,0,2.500e-04,0,2.549e-06,0,5.576e-05,3.943e-05,0,0,5,5,9,0,0.117,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,7.833e-06,33,0.004,15,2.476e-04,1,2.476e-04,1,0.179,724.610,1.831e-04,2.311,0.004,15.617,0.004,15.617,0.179,724.609,0.003,0.003,5.468e-04,7.689e-04,9.906e-04,4,9.906e-04,4,7.833e-06,33,0.004,15,5.659e-05,1.084e-05,0,4.755e-05,0.010,157405,0.010,157405,0.907,15426803712.000,6.191e-04,5,6.191e-04,5,7.833e-06,33,0.004,15,
47,47,0,0,0,0,0,0,0,0,0,0,0,8.558e-04,0,4.819e-05,2.480e-04,0,2.480e-04,0,2.549e-06,0,5.475e-05,3.871e-05,0,0,3,3,8,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,2,4.952e-04,2,2.476e-04,1,2.476e-04,1,0.205,827.863,6.701e-05,0.846,7.017e-04,2.833,7.017e-04,2.833,0.205,827.862,0.003,0.003,3.427e-05,4.819e-05,2.476e-04,1,2.476e-04,1,0,2,4.952e-04,2,5.659e-05,0,0,0,0.001,24219,0.001,24219,0.907,15426805760.000,2.476e-04,2,2.476e-04,2,0,2,4.952e-04,2,
48,48,0,0,0,0,1.752e-04,2856.138,1.752e-04,2856.138,0.002,17983.357,1.447e-05,0.017,0,0.008,0.002,0,0.002,0,2.549e-06,0,6.722e-05,4.753e-05,1.310e-05,9.264e-06,9,9,7,0.043,0.047,0,0,0,0,0.508,2.351e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,7.429e-04,3,7.429e-04,3,8.427e-05,355,0.035,142,9.493e-04,3.833,9.493e-04,3.833,0.276,1113.299,3.366e-04,4.250,0.192,776.902,0.192,776.902,0.276,1113.298,0.008,0.009,0.006,0.008,0.005,19,0.005,19,8.427e-05,355,0.035,142,6.395e-05,1.082e-04,7.518e-04,4.096e-04,0.869,14176026,0.869,14176026,0.907,15426809856.000,0.003,22,0.003,22,8.427e-05,355,0.035,142,
49,49,0,0,0,0,0,0,0,0,0,0,2.182e-06,0.003,0,1.907e-04,2.478e-04,0,2.478e-04,0,2.549e-06,0,5.563e-05,3.934e-05,0,0,2,2,9,0,0,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,1.899e-06,8,9.903e-04,4,2.476e-04,1,2.476e-04,1,0.167,673.355,1.535e-04,1.938,8.668e-04,3.500,8.668e-04,3.500,0.167,673.354,0.003,0.003,1.356e-04,1.907e-04,7.429e-04,3,7.429e-04,3,1.899e-06,8,9.903e-04,4,5.659e-05,2.116e-06,0,0,9.905e-04,16151,9.905e-04,16151,0.907,15426802688.000,4.953e-04,4,4.953e-04,4,1.899e-06,8,9.903e-04,4,
50,50,0,0,0,0,0,0,0,0,9.150e-04,7457.638,7.726e-06,0.009,0,0.005,0.002,0,0.002,0,2.549e-06,0,6.165e-05,4.359e-05,1.251e-05,8.846e-06,10,10,7,0,0.044,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,4.700e-05,198,0.021,83,2.476e-04,1,2.476e-04,1,0.273,1101.899,2.802e-04,3.538,0.177,712.955,0.177,712.955,0.273,1101.898,0.003,0.003,0.003,0.005,0.002,10,0.002,10,4.700e-05,198,0.021,83,5.659e-05,6.038e-05,0,3.046e-04,0.864,14085707,0.864,14085707,0.907,15426809856.000,0.001,11,0.001,11,4.700e-05,198,0.021,83,
51,51,0,0,0,0,0,6.613,0,6.613,0,0,2.206e-06,0.003,0,4.247e-04,2.510e-04,0,2.510e-04,0,2.549e-06,0,5.676e-05,4.013e-05,0,0,5,5,8,0.012,0,0,0,0,0,0.510,2.357e-04,0.993,2.475e-04,0,0,0,0,2.064e-05,0,2.064e-05,0,0,0,9.906e-04,4,9.906e-04,4,4.273e-06,18,0.002,8,0.002,6.333,0.002,6.333,0.207,834.205,1.535e-04,1.938,0.005,19.600,0.005,19.600,0.207,834.205,0.010,0.013,3.020e-04,4.247e-04,7.429e-04,3,7.429e-04,3,4.273e-06,18,0.002,8,6.430e-05,5.269e-06,5.471e-06,0,0.014,221970,0.014,221970,0.907,15426805760.000,8.668e-04,7,8.668e-04,7,4.273e-06,18,0.002,8,
52,52,0,0,0,0,0,0,0,0,5.307e-04,4325.576,0,8.557e-04,0,9.429e-05,2.477e-04,0,2.477e-04,0,2.549e-06,0,5.481e-05,3.876e-05,0,0,2,2,8,0,0.667,0,0,0,0,0.506,2.340e-04,0.993,2.475e-04,0,0,0,0,2.063e-05,0,2.063e-05,0,0,0,2.476e-04,1,2.476e-04,1,0,4,9.903e-04,4,2.476e-04,1,2.476e-04,1,0.206,829.863,6.700e-05,0.846,3.715e-04,1.500,3.715e-04,1.500,0.206,829.862,0.003,0.003,6.706e-05,9.429e-05,2.476e-04,1,2.476e-04,1,0,4,9.903e-04,4,5.659e-05,1.411e-06,0,0.009,4.952e-04,8075,4.952e-04,8075,0.907,15426805760.000,2.476e-04,2,2.476e-04,2,0,4,9.903e-04,4,
53,53,0,0,2.766e-06,1.956e-06,5.585e-05,910.511,5.585e-05,910.511,2.988e-05,243.540,2.015e-05,0.024,0,0.010,0.002,0,0.002,0,2.549e-06,0,6.766e-05,4.784e-05,4.482e-05,3.169e-05,11,11,8,0.036,0.025,1.306e-06,0,2.766e-06,1.956e-06,0.510,2.357e-04,0.993,2.475e-04,2.766e-06,1.956e-06,2.766e-06,1.956e-06,2.064e-05,0,2.064e-05,0,0,0,9.906e-04,4,9.906e-04,4,1.006e-04,424,0.030,121,0.001,5.083,0.001,5.083,0.221,893.522,3.605e-04,4.551,0.151,611.459,0.151,611.459,0.221,893.521,0.010,0.013,0.007,0.010,0.007,27,0.007,27,1.006e-04,424,0.030,121,6.724e-05,1.277e-04,1.701e-04,4.645e-06,0.866,14126721,0.866,14126721,0.907,15426806784.000,0.004,31,0.004,31,1.006e-04,424,0.030,121,
54,54,0,0,0,0,2.614e-04,4260.442,2.614e-04,4260.442,7.368e-05,600.519,2.317e-06,0.003,0,0.002,0.002,0,0.002,0,2.549e-06,0,5.933e-05,4.195e-05,0,0,10,10,8,0.098,0.101,0,0,0,0,0.511,2.362e-04,0.993,2.475e-04,0,0,0,0,2.064e-05,0,2.064e-05,0,0,0,0.001,5,0.001,5,1.970e-05,83,0.016,66,0.002,6.583,0.002,6.583,0.237,955.343,1.535e-04,1.938,0.174,701.288,0.174,701.288,0.237,955.343,0.013,0.016,0.001,0.002,7.429e-04,3,7.429e-04,3,1.970e-05,83,0.016,66,8.006e-05,2.599e-05,0.003,5.851e-05,0.862,14057410,0.862,14057410,0.907,15426807808.000,9.906e-04,8,9.906e-04,8,1.970e-05,83,0.016,66,
55,55,0,0,0,0,0,0.275,0,0.275,7.752e-06,63.184,1.132e-05,0.013,0,0.008,0.002,0,0.002,0,2.549e-06,0,6.496e-05,4.594e-05,2.855e-06,2.019e-06,11,11,8,0.002,0.018,1.401e-06,0,0,0,0.508,2.351e-04,0.993,2.475e-04,0,0,0,0,2.064e-05,0,2.064e-05,0,0,0,7.429e-04,3,7.429e-04,3,8.118e-05,342,0.022,88,0.001,5,0.001,5,0.217,876.577,3.117e-04,3.935,0.171,690.180,0.171,690.180,0.217,876.576,0.008,0.010,0.006,0.008,0.003,14,0.003,14,8.118e-05,342,0.022,88,5.859e-05,1.053e-04,0,1.494e-06,0.872,14221147,0.872,14221147,0.907,15426806784.000,0.002,17,0.002,17,8.118e-05,342,0.022,88,
